passenger_id,first_name,last_name,frequent_flyer,weight,travel_style,baggage_count,check_in_preference,hair,eyes,skin_tone,clothes
P7419,Alessia,Foster,NO,2,LEISURE,0,KIOSK,brunette,black,tone_3,suit
P7420,Priya,Kim,YES,8,LEISURE,2,KIOSK,blonde,black,tone_3,suit
P7421,Jun,Le,NO,1,LEISURE,1,KIOSK,black,blue,tone_5,olive+green
P7422,Niamh,Walsh,NO,3,LEISURE,1,ONLINE,blonde_f,black,tone_6,olive+green
P7423,Cian,Diallo,NO,3,LEISURE,1,KIOSK,blonde_f,black,tone_2,red
P7424,Henry,Howard,NO,1,BUSINESS,1,ONLINE,brunette,blue,tone_3,blue
P7425,Samir,Reddy,NO,3,FAMILY,2,ONLINE,black_f,blue,tone_3,suit
P7426,Yusuf,Kowalski,YES,8,LEISURE,1,DESK,brunette,blue,tone_4,red
P7427,Riya,Bailey,NO,1,LEISURE,1,ONLINE,black_f,blue,tone_2,suit
P7428,Nia,O'Brien,NO,3,SOLO,1,DESK,brunette_f,blue,tone_3,olive+green
P7429,James,Ryan,NO,1,LEISURE,1,DESK,blonde,black,tone_3,olive+green
P7430,Eoin,Pham,NO,2,FAMILY,2,KIOSK,black,blue,tone_6,blue
P7431,Tara,Fofana,NO,3,BUSINESS,0,ONLINE,brunette_f,black,tone_6,suit
P7432,Sophia,Zhang,NO,1,LEISURE,1,DESK,black,black,tone_6,red
P7433,Rohan,Ricci,YES,10,LEISURE,1,KIOSK,brunette_f,blue,tone_4,red
P7434,Chiara,Rao,NO,3,SOLO,1,DESK,black_f,black,tone_6,suit
P7435,Maeve,Dubois,NO,2,LEISURE,0,KIOSK,blonde,blue,tone_4,blue
P7436,Wei,Grant,NO,1,LEISURE,2,ONLINE,brunette,black,tone_1,blue
P7437,Aoife,Brown,NO,2,FAMILY,2,ONLINE,brunette,black,tone_3,olive+green
P7438,Poppy,Adams,NO,3,LEISURE,1,KIOSK,black_f,black,tone_4,blue
P7439,Kwame,Richards,NO,2,BUSINESS,0,ONLINE,blonde_f,black,tone_3,olive+green
P7440,Avery,Ricci,NO,2,LEISURE,1,ONLINE,brunette_f,blue,tone_1,olive+green
P7441,Imran,Green,NO,1,SOLO,1,ONLINE,brunette_f,black,tone_6,red
P7442,Jules,Mahmood,NO,1,BUSINESS,1,ONLINE,blonde,black,tone_3,suit
P7443,Haruto,Ferrari,NO,2,FAMILY,2,DESK,blonde_f,blue,tone_2,red
P7444,Aoife,Toure,YES,9,SOLO,2,KIOSK,blonde,blue,tone_5,blue
P7445,Yuki,Ruiz,NO,3,LEISURE,1,KIOSK,blonde,black,tone_3,blue
P7446,Sophie,Clarke,NO,1,FAMILY,2,DESK,black_f,blue,tone_6,suit
P7447,Alessia,Zielinski,NO,1,FAMILY,3,ONLINE,blonde_f,black,tone_4,blue
P7448,Amelia,Scott,NO,1,BUSINESS,0,KIOSK,blonde,blue,tone_4,blue
P7449,Poppy,Iqbal,NO,1,BUSINESS,2,DESK,brunette,black,tone_1,suit
P7450,Ren,Collins,NO,2,LEISURE,1,ONLINE,brunette_f,blue,tone_1,blue
P7451,Lena,Murphy,NO,3,LEISURE,1,KIOSK,black_f,black,tone_4,olive+green
P7452,Jaspreet,Kang,NO,1,BUSINESS,0,ONLINE,black,black,tone_5,red
P7453,Yuna,Lee,NO,2,BUSINESS,0,ONLINE,blonde,black,tone_5,red
P7454,Niklas,Le,NO,1,BUSINESS,0,KIOSK,brunette,black,tone_4,red
P7455,Amelia,Kone,NO,2,LEISURE,0,DESK,brunette,black,tone_1,olive+green
P7456,Femi,Mitchell,NO,1,LEISURE,1,ONLINE,black,blue,tone_3,suit
P7457,Isha,Rodriguez,NO,1,LEISURE,0,DESK,black_f,blue,tone_1,red
P7458,Lily,Sow,NO,3,LEISURE,1,ONLINE,brunette,black,tone_5,suit
P7459,Ali,Gill,NO,1,BUSINESS,1,ONLINE,blonde_f,blue,tone_5,suit
P7460,Eoin,Bose,NO,2,BUSINESS,1,ONLINE,black_f,black,tone_5,olive+green
P7461,Kofi,Bose,NO,1,FAMILY,2,DESK,black,blue,tone_5,suit
P7462,Yuna,Sow,NO,1,SOLO,1,DESK,black,blue,tone_4,red
P7463,Diego,Akhtar,NO,3,FAMILY,2,DESK,brunette,black,tone_2,olive+green
P7464,Veer,Morgan,NO,3,FAMILY,1,DESK,black,blue,tone_6,olive+green
P7465,Femi,Robinson,NO,1,LEISURE,1,ONLINE,blonde_f,black,tone_3,blue
P7466,Daichi,Zielinski,NO,3,LEISURE,2,ONLINE,blonde_f,blue,tone_6,olive+green
P7467,Kacper,Jackson,YES,7,SOLO,0,DESK,blonde_f,blue,tone_3,red
P7468,Harry,Toure,NO,3,LEISURE,1,ONLINE,black,blue,tone_1,red
P7469,Chloe,Okafor,NO,3,FAMILY,2,DESK,black,blue,tone_4,blue
P7470,Leo,Wisniewski,NO,2,LEISURE,1,DESK,brunette,black,tone_5,red
P7471,Thomas,Vu,NO,1,SOLO,1,DESK,blonde,black,tone_1,suit
P7472,Marco,Clarke,NO,3,BUSINESS,1,ONLINE,brunette,black,tone_2,blue
P7473,Tao,Boateng,NO,1,FAMILY,3,KIOSK,black_f,blue,tone_2,red
P7474,Ishaan,Chopra,NO,1,SOLO,2,DESK,brunette_f,blue,tone_5,blue
P7475,Vihaan,Moreau,NO,1,LEISURE,2,KIOSK,black,black,tone_1,red
P7476,Ali,Bianchi,NO,1,BUSINESS,1,ONLINE,brunette_f,black,tone_2,blue
P7477,David,Sanchez,YES,10,LEISURE,1,DESK,black,blue,tone_1,olive+green
P7478,Yuna,O'Brien,NO,2,SOLO,1,ONLINE,brunette,black,tone_1,olive+green
P7479,Imani,Hoang,NO,1,BUSINESS,1,ONLINE,black_f,black,tone_2,suit
P7480,Zofia,Pham,YES,10,BUSINESS,0,ONLINE,black,black,tone_5,suit
P7481,Tao,Baker,YES,7,LEISURE,1,DESK,black,blue,tone_1,suit
P7482,Soyeon,Gallagher,NO,2,SOLO,1,ONLINE,brunette_f,blue,tone_6,suit
P7483,Sakura,Green,NO,2,FAMILY,2,DESK,brunette,black,tone_6,suit
P7484,Linh,Thompson,NO,1,LEISURE,1,ONLINE,black,black,tone_3,red
P7485,Jacob,Thomas,NO,2,FAMILY,2,KIOSK,brunette_f,black,tone_6,suit
P7486,Mariam,Francis,NO,2,LEISURE,1,KIOSK,black_f,blue,tone_5,suit
P7487,Zain,Owusu,NO,1,BUSINESS,0,DESK,black_f,black,tone_4,suit
P7488,Charlotte,Wright,NO,1,BUSINESS,1,KIOSK,brunette_f,black,tone_1,blue
P7489,Mariam,Singh,NO,2,SOLO,1,KIOSK,black_f,blue,tone_5,suit
P7490,Zuri,Saleh,NO,2,SOLO,1,DESK,black,blue,tone_2,suit
P7491,Karim,Byrne,NO,3,LEISURE,1,DESK,black_f,blue,tone_1,olive+green
P7492,Salma,Jimenez,NO,1,FAMILY,3,DESK,black_f,black,tone_3,blue
P7493,Casey,Sow,NO,3,BUSINESS,0,DESK,brunette,black,tone_1,red
P7494,Jaspreet,Park,YES,7,LEISURE,1,KIOSK,black,blue,tone_1,suit
P7495,Minho,Dhillon,YES,7,LEISURE,0,DESK,brunette,black,tone_5,suit
P7496,Tomasz,Shah,YES,9,LEISURE,2,KIOSK,brunette_f,black,tone_3,olive+green
P7497,Benjamin,Wilson,NO,1,BUSINESS,1,ONLINE,black,blue,tone_4,red
P7498,Poppy,Wang,NO,2,LEISURE,0,KIOSK,black,blue,tone_1,olive+green
P7499,Camila,Hoang,NO,1,SOLO,1,KIOSK,brunette_f,blue,tone_3,red
P7500,Alessia,Phan,YES,9,BUSINESS,0,KIOSK,blonde,blue,tone_2,blue
P7501,Avery,Mahmood,YES,10,LEISURE,2,DESK,brunette_f,black,tone_2,olive+green
P7502,Violet,Gallagher,NO,2,LEISURE,1,ONLINE,brunette_f,black,tone_5,blue
P7503,Isla,Bamba,NO,1,LEISURE,0,KIOSK,black,black,tone_5,blue
P7504,Simran,Iqbal,NO,2,FAMILY,2,ONLINE,brunette_f,black,tone_3,suit
P7505,Morgan,Tran,NO,2,SOLO,1,DESK,blonde_f,black,tone_5,olive+green
P7506,Thao,Sandhu,NO,2,FAMILY,3,DESK,brunette,black,tone_3,red
P7507,Noah,Richards,NO,1,LEISURE,0,ONLINE,brunette,blue,tone_2,olive+green
P7508,Mila,Zhou,YES,6,FAMILY,1,ONLINE,blonde,black,tone_1,red
P7509,Amina,Yoon,NO,2,BUSINESS,0,KIOSK,blonde_f,blue,tone_2,suit
P7510,Haruto,Ali,NO,1,LEISURE,1,KIOSK,brunette_f,blue,tone_6,red
P7511,Wei,Lewandowski,YES,8,LEISURE,1,ONLINE,blonde_f,black,tone_3,blue
P7512,Marek,Lewandowski,NO,2,BUSINESS,0,ONLINE,brunette_f,black,tone_2,red
P7513,Imani,Hall,NO,1,LEISURE,1,ONLINE,blonde,black,tone_3,olive+green
P7514,Meera,Tanaka,NO,1,LEISURE,1,ONLINE,brunette,black,tone_1,olive+green
P7515,Diego,Esposito,NO,2,LEISURE,0,ONLINE,brunette,blue,tone_1,blue
P7516,Thao,Hussain,NO,3,LEISURE,1,ONLINE,blonde_f,blue,tone_6,blue
P7517,Hamza,Murphy,NO,2,FAMILY,2,ONLINE,black_f,blue,tone_1,red
P7518,Amina,Liu,NO,1,SOLO,2,ONLINE,black,blue,tone_6,suit
P7519,Mariam,Muller,NO,3,BUSINESS,1,DESK,brunette,blue,tone_3,suit
P7520,Mateo,Brar,NO,2,SOLO,1,DESK,black_f,blue,tone_6,suit
P7521,Sam,Kumar,NO,1,LEISURE,1,ONLINE,blonde_f,blue,tone_5,red
P7522,Bilal,Gray,YES,10,LEISURE,1,ONLINE,black_f,black,tone_5,red
P7523,Violet,Takahashi,NO,1,LEISURE,1,ONLINE,black,blue,tone_3,blue
P7524,Orla,O'Brien,NO,1,LEISURE,0,DESK,blonde,black,tone_3,red
P7525,Daichi,Kang,NO,1,LEISURE,1,DESK,black_f,blue,tone_1,suit
P7526,Ali,Liu,NO,2,LEISURE,1,KIOSK,black,black,tone_1,red
P7527,Ananya,Ferrari,NO,1,FAMILY,3,DESK,blonde,black,tone_5,blue
P7528,Oisin,Phan,NO,1,LEISURE,1,DESK,brunette_f,blue,tone_4,red
P7529,Ronan,Russell,NO,1,BUSINESS,1,ONLINE,black_f,blue,tone_6,suit
P7530,Leo,Chopra,NO,3,BUSINESS,2,KIOSK,black,black,tone_4,blue
P7531,Rohan,Balogun,NO,2,FAMILY,1,KIOSK,black,black,tone_6,blue
P7532,Zofia,Leroy,NO,2,SOLO,1,ONLINE,blonde_f,black,tone_6,olive+green
P7533,Yasmin,Kaur,NO,1,LEISURE,1,DESK,black_f,black,tone_5,blue
P7534,Lena,Sow,NO,2,LEISURE,2,ONLINE,blonde_f,blue,tone_2,blue
P7535,Niamh,Baker,NO,2,LEISURE,1,DESK,brunette_f,blue,tone_6,red
P7536,Greta,Huang,YES,7,BUSINESS,1,DESK,black_f,blue,tone_2,red
P7537,David,Joshi,NO,1,LEISURE,0,ONLINE,black,blue,tone_2,red
P7538,Noah,Romano,NO,1,LEISURE,1,ONLINE,brunette,black,tone_4,suit
P7539,Noah,Bianchi,NO,2,FAMILY,2,ONLINE,brunette,blue,tone_3,blue
P7540,Gurpreet,Malhotra,YES,8,LEISURE,0,KIOSK,brunette,blue,tone_1,olive+green
P7541,Reyansh,Durand,NO,1,BUSINESS,1,KIOSK,brunette_f,black,tone_2,blue
P7542,Molly,Leroy,NO,1,LEISURE,1,DESK,black,blue,tone_6,blue
P7543,Lily,Wu,NO,2,BUSINESS,0,DESK,black_f,blue,tone_4,olive+green
P7544,Jordan,Schmidt,NO,1,SOLO,1,DESK,brunette,black,tone_1,olive+green
P7545,Tao,Suzuki,NO,2,LEISURE,1,ONLINE,brunette_f,blue,tone_4,suit
P7546,Mei,Romano,YES,8,SOLO,2,ONLINE,blonde_f,blue,tone_4,olive+green
P7547,Ruby,Schmidt,NO,2,LEISURE,2,KIOSK,black_f,blue,tone_3,blue
P7548,Jasleen,Hoang,YES,6,LEISURE,1,DESK,black,blue,tone_4,red
P7549,Sami,Kang,NO,1,FAMILY,3,DESK,black_f,blue,tone_4,red
P7550,Jacob,Mahmood,NO,2,LEISURE,2,KIOSK,blonde_f,black,tone_5,blue
P7551,Isha,Schneider,NO,2,BUSINESS,0,ONLINE,blonde_f,black,tone_1,olive+green
P7552,Isha,Robinson,NO,2,LEISURE,0,ONLINE,blonde_f,blue,tone_4,red
P7553,Aiko,Mahmood,NO,1,LEISURE,1,ONLINE,brunette_f,blue,tone_4,olive+green
P7554,Kabir,Howard,NO,3,LEISURE,0,ONLINE,black,blue,tone_2,suit
P7555,Riya,Xu,NO,1,BUSINESS,1,ONLINE,black,blue,tone_1,suit
P7556,Yusuf,Watson,NO,2,LEISURE,1,DESK,blonde,black,tone_6,suit
P7557,Olivia,Dang,NO,1,LEISURE,0,ONLINE,brunette_f,black,tone_4,suit
P7558,Reyansh,Choi,NO,1,BUSINESS,0,KIOSK,brunette,black,tone_2,blue
P7559,Isabella,Thompson,NO,1,BUSINESS,1,ONLINE,black,blue,tone_2,red
P7560,Tomasz,Wright,YES,9,FAMILY,2,DESK,blonde,black,tone_6,suit
P7561,Samir,Jackson,NO,2,LEISURE,1,ONLINE,black_f,black,tone_3,red
P7562,Ruby,Desai,NO,2,LEISURE,0,DESK,black,black,tone_4,red
P7563,Mariam,Evans,NO,3,FAMILY,3,ONLINE,brunette,black,tone_3,suit
P7564,Omar,Sandhu,NO,3,FAMILY,2,KIOSK,blonde_f,black,tone_5,blue
P7565,Kofi,Cho,NO,1,LEISURE,1,KIOSK,black_f,black,tone_6,suit
P7566,Felix,Davies,NO,2,LEISURE,1,KIOSK,black_f,black,tone_6,blue
P7567,Isla,Ferrari,YES,9,BUSINESS,1,KIOSK,black,black,tone_4,olive+green
P7568,Kofi,Fofana,NO,3,FAMILY,2,DESK,black_f,blue,tone_6,suit
P7569,Khalid,Ricci,NO,3,LEISURE,1,ONLINE,brunette_f,blue,tone_3,suit
P7570,Evie,Russell,NO,1,LEISURE,1,ONLINE,black_f,blue,tone_4,suit
P7571,Chloe,Watanabe,YES,7,FAMILY,1,ONLINE,black,black,tone_6,suit
P7572,Amrit,Khan,NO,3,BUSINESS,0,ONLINE,brunette_f,black,tone_2,suit
P7573,Ahmed,Mansour,NO,1,FAMILY,3,KIOSK,brunette_f,blue,tone_2,blue
P7574,Chidi,Zhang,NO,3,FAMILY,2,DESK,brunette_f,black,tone_3,suit
P7575,Adam,Jimenez,NO,3,SOLO,1,ONLINE,brunette,blue,tone_1,suit
P7576,Molly,Zhou,NO,3,LEISURE,0,ONLINE,brunette_f,black,tone_3,suit
P7577,Charlie,Williams,NO,3,SOLO,0,KIOSK,black_f,black,tone_3,olive+green
P7578,Aditya,Kapoor,NO,3,SOLO,1,KIOSK,brunette_f,blue,tone_2,olive+green
P7579,George,Zielinski,NO,2,FAMILY,2,KIOSK,black_f,black,tone_4,red
P7580,Cameron,Robinson,NO,2,FAMILY,3,DESK,blonde_f,blue,tone_5,blue
P7581,Hassan,Fischer,NO,1,LEISURE,0,ONLINE,black,black,tone_2,suit
P7582,Cian,Foster,NO,1,FAMILY,3,ONLINE,brunette_f,black,tone_5,suit
P7583,Thomas,Yang,NO,1,LEISURE,1,ONLINE,black,black,tone_1,olive+green
P7584,Samar,Ito,YES,10,LEISURE,1,DESK,brunette,black,tone_5,blue
P7585,Maeve,Dhillon,NO,2,LEISURE,2,ONLINE,black_f,black,tone_2,olive+green
P7586,Omar,Kelly,NO,2,BUSINESS,2,DESK,brunette_f,black,tone_3,suit
P7587,Nadia,Sidhu,NO,3,LEISURE,1,ONLINE,black_f,black,tone_4,suit
P7588,Thao,Reddy,NO,1,SOLO,1,KIOSK,brunette,blue,tone_1,olive+green
P7589,Karan,Mansour,NO,3,BUSINESS,0,ONLINE,blonde,black,tone_2,blue
P7590,Haruto,Wu,YES,7,FAMILY,3,ONLINE,brunette,blue,tone_5,red
P7591,Molly,Jung,YES,10,LEISURE,1,ONLINE,brunette,blue,tone_6,suit
P7592,Declan,Dhillon,NO,3,FAMILY,3,DESK,brunette_f,blue,tone_4,blue
P7593,Amina,Schmidt,NO,2,FAMILY,3,KIOSK,blonde_f,black,tone_5,red
P7594,Luke,Fischer,NO,2,BUSINESS,0,DESK,blonde_f,blue,tone_3,olive+green
P7595,Haruto,Liu,NO,2,LEISURE,1,ONLINE,black,blue,tone_1,red
P7596,Marco,Lewandowski,NO,2,LEISURE,1,DESK,blonde_f,blue,tone_2,suit
P7597,Lily,Lewandowski,NO,3,LEISURE,2,DESK,brunette_f,blue,tone_2,red
P7598,Navdeep,Rao,YES,7,LEISURE,1,KIOSK,brunette_f,black,tone_5,suit
P7599,Khalid,Parker,NO,3,LEISURE,0,KIOSK,black_f,black,tone_4,olive+green
P7600,Joon,Wisniewski,NO,3,FAMILY,2,DESK,brunette,black,tone_6,red
P7601,Amrit,Sharma,NO,1,SOLO,0,KIOSK,brunette,blue,tone_5,olive+green
P7602,Malik,O'Brien,NO,1,LEISURE,1,DESK,black,blue,tone_5,blue
P7603,Ade,Iyer,NO,1,BUSINESS,1,KIOSK,black_f,blue,tone_6,suit
P7604,Lucie,Bamba,NO,1,SOLO,2,ONLINE,black_f,black,tone_1,blue
P7605,Niamh,Khan,NO,1,FAMILY,3,DESK,blonde_f,blue,tone_1,olive+green
P7606,Oisin,Mitchell,NO,3,LEISURE,0,ONLINE,brunette,blue,tone_1,olive+green
P7607,Tomasz,Sidhu,NO,1,FAMILY,2,DESK,blonde,blue,tone_5,red
P7608,Diego,Asante,NO,2,LEISURE,1,ONLINE,black_f,blue,tone_3,olive+green
P7609,Morgan,Chen,NO,1,LEISURE,1,ONLINE,brunette_f,blue,tone_2,suit
P7610,Daichi,Gupta,NO,2,BUSINESS,1,DESK,blonde,black,tone_4,blue
P7611,Tomasz,Kelly,NO,2,LEISURE,0,ONLINE,blonde_f,blue,tone_5,red
P7612,Chiara,Desai,NO,1,BUSINESS,1,ONLINE,blonde,blue,tone_3,red
P7613,Jian,Sow,NO,3,SOLO,1,DESK,brunette_f,black,tone_2,olive+green
P7614,Orla,Weber,NO,1,LEISURE,2,ONLINE,black_f,black,tone_4,suit
P7615,Giulia,Kaminski,NO,2,LEISURE,1,DESK,brunette,black,tone_6,red
P7616,Samir,Choi,NO,1,LEISURE,1,KIOSK,blonde_f,blue,tone_6,red
P7617,Oliver,Kaminski,NO,1,LEISURE,1,DESK,blonde_f,blue,tone_2,olive+green
P7618,Zuri,Tanaka,NO,1,FAMILY,2,ONLINE,brunette_f,black,tone_2,red
P7619,Imran,Schneider,NO,2,FAMILY,2,DESK,blonde,black,tone_3,blue
P7620,Vivaan,Reed,YES,7,FAMILY,3,KIOSK,brunette,black,tone_3,blue
P7621,Harpreet,Dhillon,YES,9,BUSINESS,0,ONLINE,brunette,blue,tone_1,blue
P7622,Sota,Siddiqui,NO,3,LEISURE,1,ONLINE,brunette_f,blue,tone_1,red
P7623,Quang,Gupta,YES,7,FAMILY,2,DESK,blonde,black,tone_5,suit
P7624,Casey,Li,NO,2,BUSINESS,0,ONLINE,brunette_f,black,tone_5,suit
P7625,Marco,Garcia,NO,1,FAMILY,2,DESK,black_f,blue,tone_2,suit
P7626,Luca,Fischer,NO,2,SOLO,1,DESK,brunette_f,black,tone_4,olive+green
P7627,Kenji,Nguyen,NO,1,LEISURE,1,DESK,brunette,black,tone_4,blue
P7628,Karan,Huang,NO,2,FAMILY,2,KIOSK,black_f,black,tone_1,blue
P7629,Adam,Bui,NO,2,LEISURE,2,ONLINE,brunette,black,tone_5,suit
P7630,Alessia,Garcia,NO,3,LEISURE,1,DESK,black_f,black,tone_2,olive+green
P7631,Neil,Patel,NO,1,SOLO,2,KIOSK,black_f,blue,tone_6,suit
P7632,Riya,Zielinski,YES,9,FAMILY,3,DESK,blonde_f,black,tone_2,suit
P7633,Aryan,Patel,YES,10,SOLO,2,DESK,blonde,black,tone_2,red
P7634,Ade,Sanchez,NO,3,FAMILY,2,DESK,blonde,black,tone_5,suit
P7635,Camila,Thomas,NO,3,LEISURE,1,ONLINE,brunette_f,blue,tone_1,blue
P7636,Ama,Weber,YES,5,LEISURE,1,KIOSK,brunette,black,tone_3,suit
P7637,Vihaan,Ahmed,NO,1,BUSINESS,0,ONLINE,brunette,blue,tone_1,blue
P7638,Mai,Balogun,NO,1,BUSINESS,0,ONLINE,brunette_f,black,tone_5,olive+green
P7639,Yuna,Kone,NO,3,LEISURE,0,KIOSK,black_f,blue,tone_2,red
P7640,Muhammad,Adeyemi,NO,1,LEISURE,1,ONLINE,blonde_f,blue,tone_6,blue
P7641,Hao,Robinson,NO,1,LEISURE,0,KIOSK,blonde,black,tone_4,red
P7642,Alfie,Tanaka,NO,2,LEISURE,1,DESK,brunette,blue,tone_5,olive+green
P7643,Zain,Adeyemi,YES,7,LEISURE,1,DESK,blonde_f,black,tone_6,blue
P7644,Aarav,Kumar,YES,8,LEISURE,0,ONLINE,blonde_f,black,tone_5,olive+green
P7645,Marek,Green,NO,1,FAMILY,2,DESK,blonde,black,tone_4,suit
P7646,Jakub,Campbell,NO,2,LEISURE,0,DESK,brunette_f,black,tone_2,suit
P7647,Ella,Walker,NO,1,LEISURE,1,KIOSK,brunette,blue,tone_1,red
P7648,Kojo,Gray,NO,2,LEISURE,1,DESK,black_f,blue,tone_6,olive+green
P7649,Marco,Kone,YES,9,BUSINESS,1,ONLINE,black,blue,tone_6,red
P7650,Alessia,Park,YES,10,LEISURE,1,DESK,black,blue,tone_6,olive+green
P7651,Ayana,Davies,NO,1,LEISURE,1,DESK,blonde,blue,tone_4,blue
P7652,Rohan,Collins,NO,1,LEISURE,1,KIOSK,brunette,blue,tone_6,red
P7653,Louis,Walsh,YES,9,LEISURE,1,ONLINE,blonde_f,black,tone_2,suit
P7654,Georgia,Robinson,YES,9,BUSINESS,1,ONLINE,black,blue,tone_2,suit
P7655,Trang,Malhotra,NO,3,LEISURE,1,ONLINE,black_f,blue,tone_6,blue
P7656,Mateo,Kumar,YES,6,BUSINESS,2,DESK,black,black,tone_2,red
P7657,Sophie,Scott,NO,3,FAMILY,2,KIOSK,black,black,tone_6,red
P7658,Jack,Dang,NO,1,LEISURE,2,DESK,black_f,blue,tone_5,red
P7659,Alejandro,Sanchez,NO,3,BUSINESS,1,ONLINE,brunette_f,blue,tone_5,olive+green
P7660,Minji,Toure,NO,3,BUSINESS,1,ONLINE,brunette,black,tone_5,blue
P7661,Amina,Wisniewski,NO,3,SOLO,2,ONLINE,black,blue,tone_6,suit
P7662,Ruby,Adams,NO,2,LEISURE,1,DESK,black_f,black,tone_4,red
P7663,Jun,Lee,NO,3,LEISURE,1,DESK,brunette_f,blue,tone_5,olive+green
P7664,Jian,Wright,NO,1,SOLO,1,DESK,black,black,tone_2,suit
P7665,Ayaan,Kowalski,YES,7,FAMILY,3,KIOSK,black,blue,tone_3,red
P7666,Olivia,Kang,NO,2,LEISURE,1,DESK,blonde_f,blue,tone_6,suit
P7667,Avery,Hall,NO,2,BUSINESS,1,KIOSK,blonde,black,tone_5,red
P7668,Gurpreet,Xu,NO,1,LEISURE,1,KIOSK,blonde,black,tone_1,olive+green
P7669,Oisin,Saleh,NO,1,LEISURE,1,KIOSK,brunette_f,black,tone_1,blue
P7670,Imran,Foster,YES,8,SOLO,1,DESK,brunette,blue,tone_1,blue
P7671,Jun,Brown,YES,10,LEISURE,1,DESK,black,black,tone_3,olive+green
P7672,Neil,Bailey,NO,1,LEISURE,2,DESK,blonde,black,tone_4,red
P7673,Dev,Bernard,YES,9,LEISURE,1,DESK,blonde_f,black,tone_3,red
P7674,Ngozi,Traore,NO,2,LEISURE,2,ONLINE,black_f,blue,tone_1,red
P7675,Aanya,Yang,NO,1,LEISURE,0,KIOSK,blonde,black,tone_3,suit
P7676,Layla,Fofana,NO,1,LEISURE,0,DESK,blonde,blue,tone_4,olive+green
P7677,Hyejin,Rodriguez,NO,1,SOLO,1,KIOSK,brunette,black,tone_5,olive+green
P7678,Alex,Roberts,YES,8,LEISURE,1,DESK,blonde_f,black,tone_4,red
P7679,William,Sidhu,NO,2,SOLO,2,ONLINE,brunette,blue,tone_4,suit
P7680,Anh,Morgan,YES,7,FAMILY,2,ONLINE,blonde,black,tone_5,suit
P7681,Diya,Schmidt,NO,1,SOLO,1,DESK,black_f,black,tone_5,red
P7682,Krish,Ruiz,NO,1,LEISURE,1,DESK,black_f,blue,tone_3,blue
P7683,Emily,Jimenez,NO,2,LEISURE,1,DESK,brunette,blue,tone_2,olive+green
P7684,Mia,Dang,NO,1,FAMILY,1,DESK,black,black,tone_1,blue
P7685,Giulia,Khan,NO,3,LEISURE,1,KIOSK,brunette,black,tone_6,olive+green
P7686,Haruto,Yang,NO,2,LEISURE,1,ONLINE,black,blue,tone_6,red
P7687,Ella,Clarke,YES,7,LEISURE,0,KIOSK,brunette_f,black,tone_1,blue
P7688,Aditya,Collins,NO,2,SOLO,1,ONLINE,black_f,black,tone_1,suit
P7689,Tunde,Reddy,NO,2,LEISURE,1,DESK,black_f,blue,tone_6,suit
P7690,Ren,Bernard,NO,1,LEISURE,1,DESK,blonde,blue,tone_2,red
P7691,Sakura,Singh,NO,1,SOLO,1,ONLINE,brunette,blue,tone_2,blue
P7692,Kabir,Wisniewski,YES,9,FAMILY,1,ONLINE,black,black,tone_1,olive+green
P7693,Muhammad,Yang,YES,8,FAMILY,2,DESK,black,black,tone_2,blue
P7694,Sophia,Hussain,YES,9,SOLO,0,KIOSK,black,black,tone_5,olive+green
P7695,Aaliyah,Yamamoto,YES,10,SOLO,1,ONLINE,brunette,blue,tone_5,blue
P7696,Jelani,Diallo,NO,1,BUSINESS,0,KIOSK,brunette,black,tone_6,red
P7697,Yuna,Bamba,NO,3,FAMILY,2,ONLINE,black_f,blue,tone_6,olive+green
P7698,Samir,Sanchez,NO,1,LEISURE,1,DESK,blonde_f,blue,tone_2,red
P7699,Lily,Grant,NO,2,LEISURE,1,DESK,brunette_f,blue,tone_2,olive+green
P7700,Vihaan,Desai,NO,1,BUSINESS,1,ONLINE,black,black,tone_3,blue
P7701,George,Reddy,NO,1,LEISURE,0,ONLINE,brunette_f,blue,tone_1,red
P7702,Bethany,Patel,YES,8,FAMILY,3,ONLINE,brunette,blue,tone_3,red
P7703,Giulia,Leroy,YES,9,LEISURE,1,KIOSK,blonde_f,black,tone_1,red
P7704,Trang,Nowak,NO,2,LEISURE,0,ONLINE,brunette_f,blue,tone_3,olive+green
P7705,Oliver,Huynh,NO,1,SOLO,1,ONLINE,brunette_f,black,tone_6,red
P7706,Poppy,Owusu,NO,1,BUSINESS,0,ONLINE,brunette_f,blue,tone_6,blue
P7707,Nisha,Howard,YES,6,LEISURE,1,ONLINE,brunette_f,blue,tone_2,red
P7708,Samir,Gupta,NO,2,LEISURE,1,DESK,brunette,black,tone_3,olive+green
P7709,Hannah,Adeyemi,NO,1,LEISURE,1,ONLINE,black,black,tone_4,olive+green
P7710,Aoife,Brar,YES,9,BUSINESS,1,ONLINE,blonde,blue,tone_3,suit
P7711,Diego,Romano,YES,6,LEISURE,1,DESK,brunette_f,blue,tone_1,olive+green
P7712,Ibrahim,Conti,NO,2,LEISURE,1,ONLINE,black_f,black,tone_4,olive+green
P7713,Charlie,Young,NO,1,SOLO,1,DESK,black_f,blue,tone_1,blue
P7714,Nari,Doyle,NO,1,SOLO,1,DESK,black,black,tone_6,red
P7715,Alejandro,Gill,NO,2,LEISURE,1,ONLINE,brunette,blue,tone_3,red
P7716,Aanya,Mensah,YES,10,BUSINESS,0,DESK,blonde_f,black,tone_2,blue
